filename,<SEC-DOCUMENT>,<SEC-HEADER>,ACCESSION NUMBER:,PUBLIC DOCUMENT COUNT:,CONFORMED PERIOD OF REPORT:,FILED AS OF DATE:,COMPANY CONFORMED NAME:,CENTRAL INDEX KEY:,STANDARD INDUSTRIAL CLASSIFICATION:,IRS NUMBER:,STATE OF INCORPORATION:,FISCAL YEAR END:,SEC FILE NUMBER:,FILM NUMBER:,CITY:,STATE:,Total assets,Total shareholders' equity,Total stockholders' equity,Total liabilities,Provision for income taxes,Long-term debt    ,Operating income,Gross profit,Net income,<TOTAL-COSTS>,<TOTAL-REVENUES>,<RECEIVABLES>,<INTEREST-EXPENSE>,<CURRENT-ASSETS>,<CURRENT-LIABILITIES>,<DEPRECIATION>,Cash
458771102-10-K-19960823.txt,19960826,19960826,0000950116-96-000894,4,19960526,19960823,INTERMAGNETICS GENERAL CORP,0000351012,MISCELLANEOUS FABRICATED METAL PRODUCTS [3490],141537454,NY,0531,001-11344,96620158,LATHAM,NY,"112,397             103,706             93,787            58,359            53,187",,,"112,397 ","2,455 ","2,277 ",,,,"66,188","94,019","20,756","2,624","67,815","14,173","25,648","18,696           $13,009"
459506101-10-K-19960328.txt,19960329,19960329,0000950110-96-000305,3,19951231,19960328,INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253,INDUSTRIAL ORGANIC CHEMICALS [2860],131432060,NY,1231,001-04858,96540194,NEW YORK,NY,"1,534,269      $1,399,725","1,116,560       1,008,079",,"1,534,269 ",,,,,,"1,053,843","1,439,487","253,913","3,160","1,035,977","276,401","370,621)","251,430      $  230,581"
459721106-10-K-19960529.txt,19960620,19960620,0000912057-96-010991,6,19960229,19960529,INTERNATIONAL JENSEN INC,0000853261,3679,133346656,DE,0228,000-19779,96573608,LINCOLNSHIRE,IL,"132,634         $142,548",,"54,715           54,244","77,919 ",,,"2,670      13,717         2,008","66,630      74,385        62,435","883)     $6,942        $3,167","63,960","249,695","52,638","4,574","8,057","72,218","18,996","4,416           $5,456"
459824207-10-K-19960319.txt,19960320,19960320,0000936392-96-000073,5,19951231,19960319,INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC,0000354813,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS) [3578],953276269,CA,1231,000-10294,96536296,CARLSBAD,CA,"21,352      31,888      54,924      19,883      19,295","13,412      27,145",,"21,352 ",144 ,,"14,221)    (22,943)        302        (679)      2,428","1,185       4,527       9,038       6,796      10,474","13,869)    (22,620)        605        (629)      1,701","32,862","18,641","1,588",46,"16,619","7,831",0,"3,904    $  9,467"
459902102-10-K-19961223.txt,19961224,19961224,0000353944-96-000023,8,19960930,19961223,INTERNATIONAL GAME TECHNOLOGY,0000353944,MISCELLANEOUS MANUFACTURING INDUSTRIES [3990],880173041,NV,0930,001-10684,96684855,RENO,NV,,,,,,,,,,,,,,,,,"169,900   $241,613"
460254105-10-K-19960925.txt,19960926,19960926,0000912057-96-021130,12,19960630,19960925,INTERNATIONAL RECTIFIER CORP /DE/,0000316793,SEMICONDUCTORS & RELATED DEVICES [3674],951528961,DE,0629,001-07935,96634375,EL SEGUNDO,CA,"629,079  $   496,184",,"421,213      345,181","629,079 ",5)........................................ ,,,"225,803      150,824      108,938","66,479  $    39,398  $    15,714","351,046","576,849","127,355",394,"276,526","124,717","160,167","35,760  $    50,820"
460321201-10-K-19960327.txt,19981229,19981229,0000278041-96-000008,5,19951231,19960327,INTERNATIONAL SHIPHOLDING CORP,0000278041,4412,362989662,DE,1231,001-10852,96539128,NEW ORLEANS,LA,"647,580 $ 547,091 $ 531,372 $  519,963 $ 496,994",,,,,"310,657) ","37,921 $  37,861 $  36,486 $  30,935 $  33,457","4,132      $3,919","20,980 $  13,051 $   5,929 $   3,281 $  15,233",303875,341789,47243,25561,121915,108508,243929),"54,281   $   29,611"
460588106-10-K-19961001.txt,19961002,19961002,0000891092-96-000183,2,19960630,19961001,ATEC GROUP INC,0000893970,WHOLESALE-COMPUTER & PERIPHERAL EQUIPMENT & SOFTWARE [5045],133673965,DE,0630,033-54356,96637431,EAST NORTHPORT,NY,,,"6,813,467        3,942,236","6,508,666 ","414,540 ",,,"7,457,455      4,704,939       3,791,174",1996,"5,966,345","81,812,045","5,257,805","150,949","10,095,582","6,280,344","606,794)","1,667,031      $   919,095"
460593106-10-K-19960126.txt,19960129,19960129,0000912057-96-000895,6,19951031,19960126,INTERPHASE CORP,0000728249,"COMPUTER PERIPHERAL EQUIPMENT, NEC [3577]",751549797,TX,1031,000-13071,96507681,DALLAS,TX,"35,430      $31,943","30,411       26,849",,"5,019 ",,,"3,633         (689)      (6,389)","23,547       20,066       18,764","2,759      $  (280)     $(4,201)","23,821","47,368","7,759",0,"1,551","4,916","8,820",
460627102-10-K-19960129.txt,19960131,19960131,0000891020-96-000041,7,19951031,19960129,INTERPOINT CORP /NEW/,0000050842,SEMICONDUCTORS & RELATED DEVICES [3674],910850556,WA,1031,000-11069,96507822,REDMOND,WA,,,"21,350,539      18,022,665",,"4,251,917 ",,,"21,805,653        17,022,115        15,250,467","297,971           103,081            83,619","49,250","71,056","16,963",978,"36,932","21,556","13,275","777,844     $   541,805"
46070J106-10-K-19960808.txt,19960809,19960809,0000805330-96-000007,2,19960430,19960808,INTERSOLV INC,0000805330,SERVICES-PREPACKAGED SOFTWARE [7372],520990382,DE,0430,000-15188,96605401,ROCKVILLE,MD,"110,917    $104,808",,,"57,407 ","3,328 ",570 ,"1,423)     15,820     (28,647)",,"3,711)    $10,974    $(29,045)","146,736","145,313","40,781",0,"73,797","49,590","22,921)","28,215     $26,661"
460885205-10-K-19960401.txt,19960402,19960402,0000807364-96-000002,6,19951231,19960401,INTERSTATE GENERAL CO L P,0000807364,OPERATIVE BUILDERS [1531],521488756,DE,1231,001-09393,96542971,WALDORF,MD,"132,093       $123,513",,,"94,184 ","1,452 ",,,,"71           7,122           7,193","23,515","37,700","6,501","2,432",0,0,"2,216",
461142101-10-K-19960529.txt,19960530,19960530,0000950134-96-002528,5,19960229,19960529,INTERVOICE INC,0000764244,TELEPHONE & TELEGRAPH APPARATUS [3661],751927578,TX,0228,000-13616,96573950,DALLAS,TX,,,,,,,,,"17,259,358    $ 2,533,580     $11,705,501",,,,,,,,"23,573,976       $10,276,952"
461190100-10-K-19960313.txt,19981229,19981229,0000911916-96-000024,8,19951231,19960313,INTRENET INC,0000778161,4213,351597565,IN,1231,000-14060,96534294,MILFORD,OH,,,,,,,,,,,,,,,,,"171     $   2,734"
461202103-10-K-19961024.txt,19961027,19961027,0000891618-96-002383,9,19960731,19961024,INTUIT INC,0000896878,SERVICES-PREPACKAGED SOFTWARE [7372],770034661,DE,0731,000-21180,96647432,MOUNTAIN VIEW,CA,,,,,,,,,,,,,,,,,"76,298        $  44,584"
461203101-10-K-19960329.txt,19960607,19960607,0000742112-96-000005,4,19951231,19960329,INVACARE CORP,0000742112,3842,952680965,OH,1231,000-12938,96541490,ELYRIA,OH,,,,,,,,,,,,,,,,,"4,132           $   7,359"
461858102-10-K-19960927.txt,19960930,19960930,0000950149-96-001489,8,19960630,19960927,INVIVO CORP,0000806168,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS [3845],770115161,DE,0630,000-15963,96635804,PLEASANTON,CA,,,"15,275,600       12,616,100","6,928,000 ",,,,"15,580,000         16,646,100         14,128,700","2,472,000          3,348,300          2,881,000","15,811","31,391","6,647",175,"13,528","6,038","2,354","436,200          321,600"
46205A103-10-K-19960401.txt,19960402,19960402,0000950144-96-001485,3,19951231,19960401,PAXSON COMMUNICATIONS CORP,0000923877,RADIO BROADCASTING STATIONS [4832],593212788,DE,1231,001-13452,96543002,CLEARWATER,FL,"293,832,077   $152,670,381",,,"293,832,077 ",,,,,,"111,625,315","103,073,912","18,636,128","16,302,641","88,181,312","13,843,226","20,407,526)","68,070,990   $ 21,571,658"
462211103-10-K-19960925.txt,19960926,19960926,0001012118-96-000088,7,19960630,19960925,IONIC FUEL TECHNOLOGY INC,0000925006,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFYING EQUIP [3564],061333140,DE,0630,001-13234,96634246,NEW CANAAN,CT,,,,,,,,,,,,,,,,,"1)        $1,173,088           $ 1,281,258"
462613001-10-K-19960319.txt,19960320,19960320,0000728391-96-000013,9,19951231,19960319,IPALCO ENTERPRISES INC,0000728391,ELECTRIC SERVICES [4911],351575582,IN,1231,001-08644,96536139,INDIANAPOLIS,IN,,,,,,,,,,,,,,,,,"11,554                  8,148"
46270W105-10-K-19960401.txt,19960402,19960402,0000912057-96-005793,7,19951231,19960401,INTERNATIONAL REMOTE IMAGING SYSTEMS INC /DE/,0000319240,LABORATORY ANALYTICAL INSTRUMENTS [3826],942579751,DE,1231,001-11181,96542972,CHATSWORTH,CA,"12,128,384   $ 21,207,839","9,699,028     18,533,170",,"2,429,356 ","1,337,562 ",,"1,193,772      1,278,534     (1,855,054)",,"1,280,562    $ 1,472,886    $ 2,091,431","6,693,201","13,170,207","3,756,103",0,"13,284,313","2,484,624","2,124,913","2,406,284   $  1,144,356"
464268101-10-K-19961023.txt,19961024,19961024,0000912057-96-023538,5,19960726,19961023,ISCO INC,0000773730,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL [3823]",470461807,NE,0731,000-14429,96646893,LINCOLN,NE,"46,704    $45,766","42,002     42,002",,"46,704 ",nt ,,"115)    3,708    3,760",,,"17,790","39,981","7,203",0,"21,414","3,977","15,265","4,420    $ 4,063"
464592104-10-K-19960729.txt,19960730,19960730,0000950131-96-003481,6,19960430,19960729,CASINO AMERICA INC,0000863015,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],411659606,DE,0430,000-20538,96600149,BILOXI,MS,"226,474   $211,899   $176,538    $58,484       $1,133         $  758",,"42,015,000    50,270,000","211,899,000 ",the ,,"3,193     20,196     39,915     17,587         (260)          (496)",,50% share of LRGP's net income for the period from and after,,,,,,,,"5,627,656  $  6,053,634"
465266104-10-K-19960627.txt,19960629,19960629,0000731190-96-000011,3,19960331,19960627,INTERNATIONAL TECHNOLOGY CORP,0000731190,HAZARDOUS WASTE MANAGEMENT [4955],330001212,DE,0331,001-09037,96586827,TORRANCE,CA,"315,314    $362,152",,"140,865     145,921","315,314 ",,,"20,027        19,440        9,543",,"546       (14,283)      (1,106)",406431,400042,126832,6445,167789,78615,101201,"24,493     $  6,547"
465647204-10-K-19961114.txt,19961118,19961118,0000860518-96-000005,2,19960731,19961114,ITEX CORPORATION,0000860518,"SERVICES-BUSINESS SERVICES, NEC [7389]",930922994,NV,0731,000-18275,96662741,PORTLAND,OR,"23,912        15,578        10,051         6,157         4,346",,"22,225      13,783","6,510 ",806 ,,,,,000,"30,452,000","1,682,000",0,"3,941,000","1,258,000",0,"1,301     $ 1,524"
465823102-10-K-19960401.txt,19960402,19960402,0000950170-96-000098,13,19951225,19960401,IVAX CORP /DE,0000772197,PHARMACEUTICAL PREPARATIONS [2834],161003559,FL,1231,001-09623,96543168,MIAMI,FL,,"789,172        634,456",,,"28,338 ","3,521 ",,"523,730       481,445       492,461","114,835       $ 89,049     $ 99,354","736,036","1,259,766","373,425","19,289","676,818","205,913","149,509",
465916203-10-K-19960830.txt,19960903,19960903,0000898430-96-004117,7,19960630,19960830,IWERKS ENTERTAINMENT INC,0000830404,SERVICES-MOTION PICTURE THEATERS [7830],954439361,DE,0630,000-22558,96623807,BURBANK,CA,"71,626,052   $72,926,176",,"50,373,613    56,665,346","21,252,439 ",10) ,,,,"3,098,726     3,098,726","28,674,960","49,679,778<F7>","5,469,216","380,482","33,077,641<F2>","13,528,531","20,258,003)<F4>",
466145208-10-K-19960510.txt,19960513,19960513,0000950131-96-002100,5,19960127,19960510,JG INDUSTRIES INC/IL/,0000042179,RETAIL-FURNITURE STORES [5712],361141010,IL,0131,001-00258,96559799,CHICAGO,IL,,,,,,,,"22,935   24,948    23,661",460)    (164)     (121),"50,029","72,964",350,897,"13,211","7,897","14,347","3,792     $    50"
466210101-10-K-19961017.txt,19961018,19961018,0000216275-96-000027,12,19960731,19961017,JLG INDUSTRIES INC,0000216275,CONSTRUCTION MACHINERY & EQUIP [3531],251199382,PA,0731,001-12123,96644852,MCCONNELLSBURG,PA,,"113,208    68,430",,,,243 ,,"108,716         65,953      42,154","42,108        $20,758     $9,536",348729,413407,55557,293,128862,57055,21428,"30,438   $12,973"
466313103-10-K-19961127.txt,19961202,19961202,0000898293-96-000006,2,19960831,19961127,JABIL CIRCUIT INC,0000898293,PRINTED CIRCUIT BOARDS [3672],381886260,DE,0831,000-21308,96673605,ST PETERSBURG,FL,,,,,,,,,,,,,,,,,"5,486        $ 73,319"
466367109-10-K-19961224.txt,19961225,19961225,0000807882-96-000010,6,19960929,19961224,FOODMAKER INC /DE/,0000807882,RETAIL-EATING PLACES [5812],952698708,DE,1002,001-09390,96686028,SAN DIEGO,CA,10% of the total assets of the registrant and its,,"51,384       31,253",,,400 ,,"29,391                25,272               29,885            30,689",,"919,211","1,062,822","13,965","46,126","96,476","147,063","177,817","41,983     $ 35,865"
469772107-10-K-19960930.txt,19961001,19961001,0000950110-96-001159,3,19960630,19960930,JACLYN INC,0000052969,LEATHER & LEATHER PRODUCTS [3100],221432053,DE,0630,001-05863,96637304,WEST NEW YORK,NJ,,,,,,,,,,,,,,,,,"665,000   $   243,000"
469783104-10-K-19960930.txt,19961001,19961001,0000950123-96-005282,7,19960630,19960930,JACO ELECTRONICS INC,0000052971,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC [5065]",111978958,NY,0630,000-05896,96636785,HAUPPAUGE,NY,,,,,,,,,,,,,,,,,
469814107-10-K-19961227.txt,19961231,19961231,0000898430-96-005938,6,19960930,19961227,JACOBS ENGINEERING GROUP INC /DE/,0000052988,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS [1600],954081636,DE,0930,001-07463,96687243,PASADENA,CA,"572,505    $  533,947    $  504,364",,"283,387    238,761",,5. ,"36,300 ",,,11.    Statement of computation of net income per outstanding share,"1,590,906","1,798,970","276,668","1,444)","383,644","228,075","83,467","62,865   $ 39,118"
469858401-10-K-19960401.txt,19960402,19960402,0000702808-96-000006,2,19951231,19960401,JACOR COMMUNICATIONS INC,0000702808,RADIO BROADCASTING STATIONS [4832],310978313,OH,1231,000-12404,96542175,CINCINNATI,OH,,,,,,,,,,,,,,,,,"7,436,779        $ 26,974,838"
472070200-10-K-19960923.txt,19960924,19960924,0000053260-96-000009,1,19960430,19960923,JAYARK CORP,0000053260,WHOLESALE-FURNITURE & HOME FURNISHINGS [5020],131863419,DE,0430,000-03255,96633135,HOUSTON,TX,,,,,,,,,,,,,,,,,"533,676  $ 1,176,700"
475070108-10-K-19960329.txt,19960417,19960417,0000053347-96-000002,6,19951231,19960329,JEFFERSON PILOT CORP,0000053347,6311,560896180,NC,1231,001-05955,96541503,GREENSBORO,NC,,,,,,,,,,,,,,,,,
478366107-10-K-19961213.txt,19961223,19961223,0000950124-96-005420,12,19960930,19961213,JOHNSON CONTROLS INC,0000053669,2531,390380010,WI,0930,001-05097,96680839,MILWAUKEE,WI,20% of consolidated total assets.,,,"5,122.6 ",,35.5 ,,"313.4        $  310.2        $  373.1        $  391.7        $ 1,388.4",12 million compares to an expense of $10 million,"8,621,000","10,009,400","1,699,100","77,100","2,593,500","2,302,200","1,706,900",
480206101-10-K-19960313.txt,19960315,19960315,0000950134-96-000714,17,19951231,19960313,JONES INTERCABLE INC,0000275605,CABLE & OTHER PAY TELEVISION SERVICES [4841],840613514,CO,0531,001-09953,96534500,ENGLEWOOD,CO,"860,499       $   608,289       $   434,298       $   434,670         $ 364,342",,,"567,704 ",,,,,"21,716)      $    (8,691)      $   (48,847)      $   (33,855)        $  12,407","174,109","188,838","19,332","49,552",0,0,"171,948)",
480207109-10-K-19960328.txt,19960329,19960329,0000950134-96-000966,2,19951231,19960328,JONES INTERCABLE INVESTORS L P,0000802361,CABLE & OTHER PAY TELEVISION SERVICES [4841],363468573,CO,1231,001-09287,96540387,ENGLEWOOD,CO,,,,,,,,,,,,,,,,,
482047206-10-K-19960226.txt,19960228,19960228,0000723888-96-000002,2,19951130,19960226,JUNO LIGHTING INC,0000723888,ELECTRIC LIGHTING & WIRING EQUIPMENT [3640],362852993,DE,1130,000-11631,96525290,DES PLAINES,IL,"160,089    $145,756",,"141,368     126,748","160,089 ",,458 ,"27,645       33,654       26,245","61,279       65,549       55,861","19,974      $22,907      $18,213",65085,126364,20309,374,112909,10615,11727,
482724309-10-K-19961011.txt,19961015,19961015,0000897101-96-000855,8,19960630,19961011,K TEL INTERNATIONAL INC,0000054193,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS [3652],410946588,MN,0630,001-07115,96642236,PLYMOUTH,MN,,,,,,,"4      (2,188)        223",,"745)   $ (2,483)   $    376","71,983",0,"15,028",409),"26,013","26,231","1,966)","3,255   $  2,154"
482730108-10-K-19960328.txt,19960329,19960329,0000893220-96-000500,10,19951231,19960328,K TRON INTERNATIONAL INC,0000000020,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL [3823]",221759452,NJ,1231,000-09576,96540412,CHERRY HILL,NJ,,,,,,,,,,,,,,,,,45       $           8
482732104-10-K-19960329.txt,19960401,19960401,0000898430-96-001049,9,19951231,19960329,ANTHONY INDUSTRIES INC,0000006720,[3949],952077125,DE,1231,001-04290,96540592,LOS ANGELES,CA,"384,423  $301,536","175,816    98,996",,"384,423 ","8,820 ",,"37,086          27,686          23,675","143,428         115,974          96,953","14,879  $       13,033  $       11,121","400,840","545,717","148,437","9,916","300,455","120,533","82,599","7,357  $  7,700"
482845104-10-K-19960328.txt,19960329,19960329,0000928697-96-000004,7,19951231,19960328,KAHLER REALTY CORP,0000928697,HOTELS & MOTELS [7011],411784272,MN,0703,000-24714,96539580,ROCHESTER,MN,,,,,,,,,,,,,,,,,"4)                $   802,122     $   118,601"
483060109-10-K-19960329.txt,19960401,19960401,0000928385-96-000242,11,19951231,19960329,ICF KAISER INTERNATIONAL INC,0000856200,HAZARDOUS WASTE MANAGEMENT [4955],541437073,DE,1231,001-12248,96541577,FAIRFAX,VA,,,,,,,,,,,,,,,,,"16,357     $ 28,233"
483100103-10-K-19960405.txt,19960409,19960409,0000898430-96-001226,13,19951231,19960405,KAISER VENTURES INC,0000729365,"LESSORS OF REAL PROPERTY, NEC [6519]",940594733,DE,1231,000-18858,96544877,ONTARIO,CA,"94,703,000    $81,578,000",,"68,697,000     66,802,000","25,058,000 ",,,,,"1,394,000   $    54,000    $ 1,692,000","3,870,000","11,108,000","10,141,000","587,000","21,078,000","12,064,000",0,"10,863,000    $ 3,205,000"
48577P106-10-K-19961025.txt,19961028,19961028,0000945723-96-000011,4,19960728,19961025,KASH N KARRY FOOD STORES INC,0000842913,RETAIL-GROCERY STORES [5411],954161591,DE,0730,000-25260,96647992,TAMPA,FL,"368,625     $373,572",,"51,856       49,638","368,625 ","4,129) ","5,507 ","31,844     22,635      6,826        7,495","213,934    127,919     85,879      219,568","1,974   $  3,143   $ 56,404   $  (37,895)","989,823","1,021,667","12,239","25,741","116,420","85,356","27,418","6,778     $  4,803"
490553104-10-K-19960610.txt,19960613,19960613,0000912057-96-012004,14,19960330,19960610,KENT ELECTRONICS CORP,0000793024,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC [5065]",741763541,TX,0328,001-09520,96579085,HOUSTON,TX,,,,,isted ,,,"98,728,313         64,877,527        50,648,330",,"273,290,618","372,018,931","53,468,816","20,004","216,859,079","51,176,968","17,328,591",
49127B100-10-K-19961219.txt,19961220,19961220,0000910394-96-000007,3,19960928,19961219,KENTUCKY ELECTRIC STEEL INC /DE/,0000910394,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS) [3312]",611244541,DE,0930,000-22416,96683328,ASHLAND,KY,,,,,,,,,,,,,,,,,327        $    124
492376108-10-K-19960401.txt,19960402,19960402,0000950148-96-000515,15,19951231,19960401,KERR GROUP INC,0000055454,GLASS CONTAINERS [3221],950898810,DE,1231,001-07272,96542406,LOS ANGELES,CA,,,"23,907     33,053",,,,,"30,031     42,800     38,450",,"108,964","139,223","7,851","6,047","45,483","75,821","61,957","3,904   $  2,261"
492914106-10-K-19960927.txt,19960930,19960930,0000318996-96-000017,17,19960630,19960927,KEY ENERGY GROUP INC,0000318996,DRILLING OIL & GAS WELLS [1381],042648081,MD,0630,001-08038,96635363,MIDLAND,TX,"121,722   	$45,243",,"41,624		   20,111","121,722 ",,,,,101          			-          			-,"60,903","66,478","20,570","2,477","27,481","24,339","8,920)","3,240     		$865"
493143101-10-K-19961220.txt,19961223,19961223,0000891020-96-001588,4,19960930,19961220,KEY TECHNOLOGY INC,0000906193,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY) [3550],930822509,OR,0930,000-21820,96683802,WALLA WALLA,WA,,"27,583         22,760",,, ,813 ,,"21,291         17,590         11,635",,"33,050","55,592","9,097",70,"33,470","15,734","6,821)","3,458        $ 5,323"
493144109-10-K-19960927.txt,19961030,19961030,0000719733-96-000012,1,19960629,19960927,KEY TRONIC CORP,0000719733,3577,910849125,WA,0630,000-11559,96635933,SPOKANE,WA,,,,,,,,,,,,,,,,,"2,569      $  4,455"
49446V209-10-K-19960401.txt,19960604,19960604,0000811562-96-000006,2,19951231,19960401,KIMMINS CORP/DE,0000811562,1623,592763096,DE,1231,001-10489,96542454,TAMPA,FL,,,,,,,,,,,,,,,,,"479,106   $  1,160,463"
494521305-10-K-19960829.txt,19960830,19960830,0000950144-96-006062,14,19960531,19960829,KINDERCARE LEARNING CENTERS INC /DE,0000832812,SERVICES-CHILD DAY CARE SERVICES [8351],630941966,DE,0531,000-17098,96623731,MONTGOMERY,AL,,"265,458           244,239",,"260,018 ",,853 ,"51,709              50,786                47,166",,"21,683           $  22,066             $  17,433",,,,,,,,"15,597         $  14,233"
49455P101-10-K-19960311.txt,19960312,19960312,0000950134-96-000688,11,19951231,19960311,K N ENERGY INC,0000054502,NATURAL GAS TRANSMISSION & DISTRIBUTION [4923],480290000,KS,1231,001-06446,96533677,LAKEWOOD,CO,10 percent of the consolidated total assets,,"433,760                   400,686",,,"315,564 ",,,"52,522              15,321              30,869              36,342            19,824","989,665","1,103,389","214,963","34,211","303,027","329,838","489,812","22,571                $   20,613"
495667107-10-K-19961114.txt,19961118,19961118,0000950123-96-006545,10,19960831,19961114,KING WORLD PRODUCTIONS INC,0000756764,SERVICES-MOTION PICTURE & VIDEO TAPE DISTRIBUTION [7822],132565808,DE,0831,001-09244,96663069,NEW YORK,NY,,,,,,,,,,,,,,,,,"344,766        $ 446,896"
497266106-10-K-19960313.txt,19960314,19960314,0000950129-96-000358,5,19951231,19960313,KIRBY CORP,0000056047,WATER TRANSPORTATION [4400],741884980,NV,1231,001-07615,96534457,HOUSTON,TX,"32 percent in 1994, and total",,,,,,"43,740      35,680      26,467",,,"298,696","440,150","66,066","12,511","105,104","69,426","178,119","7,355       1,457"
498552108-10-K-19960301.txt,19960304,19960304,0000950116-96-000121,15,19951202,19960301,KLEINERTS INC /PA/,0000056252,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS [2340]",130921860,PA,1203,001-06454,96530302,PLYMOUTH MEETING,PA,,,,,,,,,,,,,,,,,327     $   132
498782101-10-K-19960924.txt,19960925,19960925,0000926044-96-000047,1,19960630,19960924,KNAPE & VOGT MANUFACTURING CO,0000056362,"PARTITIONS, SHELVING, LOCKERS & OFFICE AND STORE FIXTURES [2540]",380722920,MI,0630,000-01859,96633760,GRAND RAPIDS,MI,,,,,,,,,,,,,,,,,"244,271        $    534,280"
499040103-10-K-19960320.txt,19960321,19960321,0000950144-96-001049,8,19951231,19960320,KNIGHT RIDDER INC,0000205520,NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING [2711],380723657,FL,1231,001-07553,96536561,MIAMI,FL,,"1,110,970    1,224,654    1,243,169",,,,"13,129 ","240,284        331,261        284,857","376,545       313,221        281,247","160,062    $   170,900    $   148,089","2,511,550","2,751,834","353,612","59,572","502,922","437,642","831,544","9.3 million at the end of 1994, a"
500440102-10-K-19960328.txt,19960329,19960329,0000056583-96-000006,8,19951231,19960328,KOLLMORGEN CORP,0000056583,MOTORS & GENERATORS [3621],042151861,NY,1231,001-05562,96540339,WALTHAM,MA,,,,,,,,,,,,,,,,,"1) $  17,789     $   7,165"
500453105-10-K-19960308.txt,19960311,19960311,0000891618-96-000130,13,19951231,19960308,KOMAG INC /DE/,0000813347,MAGNETIC & OPTICAL RECORDING MEDIA [3695],942914864,DE,0102,000-16852,96533172,MILPITAS,CA,"1994 is as follows. The subsidiary's total assets, liabilities, revenues, costs",,"574,564       331,215","152,067 ","33,809 ",,"129,084       76,945      (5,323)","197,486      125,386      91,439",,"314,762","512,248","70,953","1,856","323,158","70,940","214,668","14,879          $22,664"
500760202-10-K-19960513.txt,19960514,19960514,0000950149-96-000552,8,19960128,19960513,KRAUSES FURNITURE INC,0000701974,HOUSEHOLD FURNITURE [2510],770310773,DE,0129,000-17868,96562154,PLEASANTON,CA,,,"13,985              22,700",,,,"14,625","62,467          62,949           50,792","8,715)       $  5,395         $ (9,972)","59,852","122,319","1,077",721,"18,602","25,480","6,239","1,336           $   1,952"
50076E103-10-K-19960319.txt,19960320,19960320,0000889427-96-000003,2,19951231,19960319,KRANZCO REALTY TRUST,0000889427,REAL ESTATE INVESTMENT TRUSTS [6798],232691327,MD,1231,001-11478,96536154,CONSHOHOCKEN,PA,"372,983,000      $331,779,000",,,"213,101,000 ",,,,,"30,029,000        20,637,000","27,870,000","53,470,000","9,113,000","16,208,000","1,875,000","7,725,000","25,152,000",
501044101-10-K-19960322.txt,19960325,19960325,0000950131-96-001197,7,19951230,19960322,KROGER CO,0000056873,RETAIL-GROCERY STORES [5411],310345740,OH,0101,001-00303,96537515,CINCINNATI,OH,"5,044,717     $4,707,674",,,"6,647,730 ",,,,,,"18,098,027","23,937,795","288,067","312,685","2,106,984","2,565,437","2,482,318","27,223"
501242101-10-K-19961224.txt,19961225,19961225,0000056978-96-000017,8,19960930,19961224,KULICKE & SOFFA INDUSTRIES INC,0000056978,"SPECIAL INDUSTRY MACHINERY, NEC [3559]",231498399,PA,0930,000-00121,96685361,WILLOW GROVE,PA,"249,554 $191,029","147,489  133,647",,"102,065 ",,491 ,,"141,685    137,052     71,968","11,847   $ 42,822   $ 10,418","239,491","381,176","48,683","3,288","162,651","48,847","36,047",
501566103-10-K-19960322.txt,19960325,19960325,0000202356-96-000002,8,19951231,19960322,KYSOR INDUSTRIAL CORP /MI/,0000202356,AIR COND & WARM AIR HEATING EQUIP & COMM & INDL REFRIG EQUIP [3585],381909000,MI,1231,001-08973,96537255,CADILLAC,MI,"186,973      177,511",,,"106,738 ","2,115 ","4,931 ",,"20,888    21,965    20,911    22,113    85,877","17,429      13,275       2,470","331,654","364,302","47,944","1,594","108,436","55,796","62,518","16,942       15,850"
501822209-10-K-19961226.txt,19961227,19961227,0000914317-96-000460,6,19960930,19961226,LCS INDUSTRIES INC,0000058151,SERVICES-DIRECT MAIL ADVERTISING SERVICES [7331],132648333,DE,0930,000-12329,96686060,CLIFTON,NJ,,,,,,,,,,,,,,,,,"11,893,982    $  8,630,831"
502160104-10-K-19960411.txt,19960412,19960412,0000060714-96-000002,14,19951231,19960411,LSB INDUSTRIES INC,0000060714,INDUSTRIAL INORGANIC CHEMICALS [2810],731015226,DE,1231,001-07677,96546268,OKLAHOMA,OK,,,,,,,,,,,,,,,,,"1,420       $  2,610"
